"Time","Bare Soil","Cardboard Mulch"
2023-07-12 20:39:26,10 %,10.2 %
2023-07-12 20:54:32,10 %,10.3 %
2023-07-12 21:09:43,9.90 %,10.2 %
2023-07-12 21:24:49,10.1 %,10.2 %
2023-07-12 21:39:55,10.1 %,10.2 %
2023-07-12 21:54:55,10 %,10.2 %
2023-07-12 23:27:25,10.1 %,10.2 %
2023-07-12 23:28:09,10.1 %,10.3 %
2023-07-12 23:43:08,10 %,10.2 %
2023-07-13 01:39:55,10.2 %,10.2 %
2023-07-13 01:40:49,10.2 %,10.3 %
2023-07-13 01:55:55,10.1 %,10.3 %
2023-07-13 02:11:01,10.1 %,10.2 %
2023-07-13 02:26:07,10.1 %,10.2 %
2023-07-13 02:41:18,10.2 %,10.3 %
2023-07-13 02:56:28,10.1 %,10.3 %
2023-07-13 03:11:35,10.1 %,10.3 %
2023-07-13 03:26:41,10.1 %,10.4 %
2023-07-13 03:41:47,10.1 %,10.3 %
2023-07-13 03:56:53,10.1 %,10.4 %
2023-07-13 04:12:04,10.1 %,10.3 %
2023-07-13 04:27:09,10.1 %,10.5 %
2023-07-13 04:42:16,10.1 %,10.5 %
2023-07-13 04:57:21,10.1 %,10.5 %
2023-07-13 05:12:28,10.1 %,10.4 %
2023-07-13 05:27:37,10.1 %,10.4 %
2023-07-13 05:42:47,10.1 %,10.5 %
2023-07-13 05:57:57,10 %,10.4 %
2023-07-13 06:13:08,10.1 %,10.4 %
2023-07-13 06:28:20,10.1 %,10.3 %
2023-07-13 06:43:26,10 %,10.4 %
2023-07-13 06:58:25,10 %,10.5 %
2023-07-13 07:13:32,10.1 %,10.3 %
2023-07-13 07:28:39,10.1 %,10.5 %
2023-07-13 07:43:49,10.1 %,10.5 %
2023-07-13 07:58:59,10.1 %,10.4 %
2023-07-13 08:13:58,10.1 %,10.5 %
2023-07-13 08:29:06,10 %,10.5 %
2023-07-13 08:44:14,10.1 %,10.4 %
2023-07-13 08:59:20,10.1 %,10.4 %
2023-07-13 09:14:30,10.1 %,10.4 %
2023-07-13 09:29:37,10 %,10.3 %
2023-07-13 09:44:36,10 %,10.3 %
2023-07-13 09:59:42,10 %,10.3 %
2023-07-13 10:14:49,10 %,10.3 %
2023-07-13 10:29:59,10 %,10.2 %
2023-07-13 10:45:04,9.90 %,10.3 %
2023-07-13 11:00:12,9.90 %,10.2 %
2023-07-13 11:15:17,9.70 %,10.1 %
2023-07-13 11:30:28,9.80 %,10.1 %
2023-07-13 11:45:27,9.70 %,10.1 %
2023-07-13 12:00:33,9.80 %,10.3 %
2023-07-13 12:15:39,9.60 %,10.1 %
2023-07-13 12:30:45,9.60 %,10.1 %
2023-07-13 12:45:45,9.30 %,10 %
2023-07-13 13:00:51,9.40 %,10 %
2023-07-13 13:15:57,9.30 %,10 %
2023-07-13 13:31:03,9.30 %,9.90 %
2023-07-13 13:46:15,9.20 %,10 %
2023-07-13 14:01:25,9.20 %,9.90 %
2023-07-13 14:16:33,9.10 %,9.90 %
2023-07-13 14:31:38,9.10 %,9.80 %
2023-07-13 14:46:46,9.10 %,9.80 %
2023-07-13 15:01:46,8.90 %,9.70 %
2023-07-13 17:07:34,8.60 %,9.60 %
2023-07-13 17:08:32,8.70 %,9.60 %
2023-07-13 17:23:37,8.70 %,9.50 %
2023-07-13 17:38:45,8.60 %,9.60 %
2023-07-13 17:53:52,8.70 %,9.60 %
2023-07-13 18:09:03,8.60 %,9.60 %
2023-07-13 18:24:03,8.60 %,9.50 %
2023-07-13 20:26:23,8.70 %,9.70 %
2023-07-13 20:28:36,8.70 %,9.60 %
2023-07-13 20:43:42,8.80 %,9.60 %
2023-07-13 20:58:48,8.70 %,9.50 %
2023-07-13 21:13:56,8.70 %,9.50 %
2023-07-13 21:29:08,8.80 %,9.50 %
2023-07-13 21:44:14,8.80 %,9.60 %
2023-07-13 21:59:14,8.80 %,10.2 %
2023-07-13 23:45:10,9.10 %,12.1 %
2023-07-13 23:46:04,9.20 %,12.2 %
2023-07-14 00:01:11,9.10 %,12.2 %
2023-07-14 00:16:16,9.10 %,12.2 %
2023-07-14 00:31:23,9.20 %,12.3 %
2023-07-14 00:46:33,9.20 %,12.2 %
2023-07-14 01:01:40,9.10 %,12.2 %
2023-07-14 01:16:46,9.20 %,12.1 %
2023-07-14 01:31:52,9.20 %,12.2 %
2023-07-14 01:46:58,9.20 %,12.2 %
2023-07-14 02:02:08,9.20 %,12.3 %
2023-07-14 02:17:18,9.20 %,12.3 %
2023-07-14 02:32:30,9.20 %,12.1 %
2023-07-14 02:47:41,9.30 %,12.3 %
2023-07-14 03:02:52,9.30 %,12.2 %
2023-07-14 03:18:04,9.30 %,12.2 %
2023-07-14 03:33:15,9.30 %,12.2 %
2023-07-14 03:48:26,9.30 %,12.2 %
2023-07-14 04:03:36,9.30 %,12.2 %
2023-07-14 04:18:35,9.30 %,12.3 %
2023-07-14 04:33:42,9.40 %,12.1 %
2023-07-14 04:48:48,9.30 %,12.2 %
2023-07-14 05:03:54,9.40 %,12.2 %
2023-07-14 05:19:04,9.50 %,12.2 %
2023-07-14 05:34:14,9.40 %,12.3 %
2023-07-14 05:49:24,9.40 %,12.2 %
2023-07-14 06:04:34,9.40 %,12.1 %
2023-07-14 06:19:44,9.50 %,12.2 %
2023-07-14 06:34:54,9.50 %,12.2 %
2023-07-14 06:50:04,9.40 %,12.2 %
2023-07-14 07:05:14,9.60 %,12.2 %
2023-07-14 07:20:24,9.50 %,12.2 %
2023-07-14 07:35:34,9.50 %,12.2 %
2023-07-14 07:50:44,9.60 %,12.2 %
2023-07-14 08:05:43,9.60 %,12.2 %
2023-07-14 08:20:49,9.60 %,12.2 %
2023-07-14 08:35:56,9.60 %,12.2 %
2023-07-14 08:51:02,9.60 %,12.2 %
2023-07-14 09:06:12,9.70 %,12.2 %
2023-07-14 09:21:18,9.70 %,12.1 %
2023-07-14 09:36:18,9.70 %,12 %
2023-07-14 09:51:24,9.70 %,12 %
2023-07-14 10:06:30,9.70 %,12.1 %
2023-07-14 10:21:41,9.80 %,11.9 %
2023-07-14 10:36:47,9.70 %,11.9 %
2023-07-14 10:51:53,9.80 %,11.9 %
2023-07-14 11:07:01,9.80 %,11.9 %
2023-07-14 11:22:08,9.80 %,11.8 %
2023-07-14 11:37:19,9.70 %,11.7 %
2023-07-14 11:52:26,9.70 %,11.7 %
2023-07-14 12:07:31,9.80 %,11.8 %
2023-07-14 12:22:37,9.80 %,11.7 %
2023-07-14 12:37:45,9.70 %,11.7 %
2023-07-14 12:52:55,9.70 %,11.6 %
2023-07-14 13:07:54,9.60 %,11.6 %
2023-07-14 13:23:02,9.60 %,11.5 %
2023-07-14 13:38:07,9.60 %,11.6 %
2023-07-14 13:53:18,9.60 %,11.5 %
2023-07-14 14:08:24,9.60 %,11.5 %
2023-07-14 14:23:24,9.60 %,11.4 %
2023-07-14 14:38:32,9.60 %,11.4 %
2023-07-14 14:53:43,9.50 %,11.3 %
2023-07-14 15:08:42,9.40 %,11.2 %
2023-07-14 16:19:03,9.50 %,11.3 %
2023-07-14 16:20:17,9.60 %,11.2 %
2023-07-14 16:35:25,9.60 %,11.1 %
2023-07-14 16:50:32,9.70 %,11.3 %
2023-07-14 17:05:38,9.70 %,11.1 %
2023-07-14 17:20:37,9.70 %,11.2 %
2023-07-14 17:35:37,9.50 %,11.2 %
2023-07-14 17:50:44,9.70 %,11.2 %
2023-07-14 18:05:43,9.70 %,11.2 %
2023-07-14 18:20:44,9.70 %,11.2 %
2023-07-14 18:35:40,9.70 %,11.2 %
2023-07-14 20:44:07,9.60 %,11.1 %
2023-07-14 20:46:21,9.60 %,11.2 %
2023-07-14 21:01:26,9.70 %,11.1 %
2023-07-14 21:16:32,9.70 %,11.1 %
2023-07-14 21:31:32,9.70 %,11.1 %
2023-07-14 22:56:36,9.80 %,11.1 %
2023-07-14 22:57:38,9.80 %,11.1 %
2023-07-14 23:12:43,9.80 %,11.2 %
2023-07-14 23:27:49,9.70 %,11.1 %
2023-07-14 23:42:55,9.70 %,11.1 %
2023-07-14 23:58:06,9.60 %,11.1 %
2023-07-15 00:13:15,9.70 %,11.1 %
2023-07-15 00:28:22,9.70 %,11.1 %
2023-07-15 00:43:27,9.80 %,11 %
2023-07-15 00:58:35,9.80 %,11 %
2023-07-15 01:13:35,9.80 %,11 %
2023-07-15 03:21:38,9.60 %,11 %
2023-07-15 03:22:36,9.70 %,11 %
2023-07-15 03:37:35,9.70 %,11.1 %
2023-07-15 03:52:35,9.70 %,11.1 %
2023-07-15 04:07:41,9.70 %,10.9 %
2023-07-15 04:22:53,9.70 %,11 %
2023-07-15 04:37:51,9.70 %,11 %
2023-07-15 04:52:58,9.80 %,11 %
2023-07-15 05:08:04,9.80 %,11.1 %
2023-07-15 05:23:10,9.70 %,10.9 %
2023-07-15 05:38:21,9.70 %,11 %
2023-07-15 05:53:32,9.80 %,11.1 %
2023-07-15 06:08:32,9.60 %,11 %
2023-07-15 06:23:38,9.80 %,11.2 %
2023-07-15 06:38:45,9.70 %,11 %
2023-07-15 06:53:51,9.70 %,10.9 %
2023-07-15 07:09:01,9.80 %,11 %
2023-07-15 07:24:13,9.80 %,10.9 %
2023-07-15 07:39:22,9.80 %,11 %
2023-07-15 07:54:33,9.70 %,10.9 %
2023-07-15 08:09:43,9.70 %,10.8 %
2023-07-15 08:24:54,9.70 %,10.9 %
2023-07-15 08:40:05,9.70 %,10.8 %
2023-07-15 08:55:16,9.70 %,10.9 %
2023-07-15 09:10:26,9.70 %,11 %
2023-07-15 09:25:36,9.70 %,10.8 %
2023-07-15 09:40:46,9.70 %,11.1 %
2023-07-15 09:55:56,9.70 %,10.8 %
2023-07-15 10:11:06,9.80 %,10.8 %
2023-07-15 10:26:18,9.80 %,11 %
2023-07-15 10:41:24,9.70 %,10.9 %
2023-07-15 10:56:30,9.70 %,10.8 %
2023-07-15 11:11:37,9.70 %,10.7 %
2023-07-15 11:26:47,9.70 %,10.8 %
2023-07-15 11:41:53,9.70 %,10.8 %
2023-07-15 11:56:59,9.60 %,10.6 %
2023-07-15 12:11:58,9.60 %,10.8 %
2023-07-15 12:27:06,9.50 %,10.6 %
2023-07-15 12:42:16,9.40 %,10.7 %
2023-07-15 12:57:26,9.40 %,10.5 %
2023-07-15 13:12:31,9.40 %,10.7 %
2023-07-15 13:27:38,9.40 %,10.7 %
2023-07-15 13:42:43,9.40 %,10.7 %
2023-07-15 13:57:51,9.40 %,10.6 %
2023-07-15 14:13:01,9.30 %,10.5 %
2023-07-15 14:28:13,9.40 %,10.6 %
2023-07-15 14:43:20,9.60 %,10.5 %
2023-07-15 14:58:20,9.40 %,10.5 %
2023-07-15 15:13:27,9.40 %,10.5 %
2023-07-15 15:28:32,9.40 %,10.5 %
2023-07-15 15:43:43,9.40 %,10.4 %
2023-07-15 15:58:55,9.40 %,10.4 %
2023-07-15 16:14:05,9.40 %,10.5 %
2023-07-15 16:29:16,9.40 %,10.4 %
2023-07-15 16:44:27,9.40 %,10.5 %
2023-07-15 16:59:38,9.30 %,10.5 %
2023-07-15 17:14:50,9.40 %,10.5 %
2023-07-15 17:30:01,9.40 %,10.4 %
2023-07-15 17:45:11,9.30 %,10.4 %
2023-07-15 18:00:22,9.30 %,10.4 %
2023-07-15 18:15:34,9.40 %,10.4 %
2023-07-15 18:30:46,9.40 %,10.5 %
2023-07-15 18:45:54,9.40 %,10.4 %
2023-07-15 19:01:01,9.40 %,10.4 %
2023-07-15 19:16:06,9.40 %,10.7 %
2023-07-15 19:31:14,9.30 %,10.5 %
2023-07-15 19:46:24,9.40 %,10.4 %
2023-07-15 20:01:30,9.40 %,10.5 %
2023-07-15 20:16:38,9.40 %,10.4 %
2023-07-15 20:31:38,9.30 %,10.6 %
2023-07-15 20:46:43,9.40 %,10.6 %
2023-07-15 21:01:55,9.40 %,10.3 %
2023-07-15 21:17:02,9.40 %,10.4 %
2023-07-15 21:32:08,9.40 %,10.5 %
2023-07-15 21:47:16,9.40 %,10.4 %
2023-07-15 22:02:27,9.40 %,10.4 %
2023-07-15 22:17:38,9.40 %,10.3 %
2023-07-15 22:32:48,9.40 %,10.5 %
2023-07-15 22:48:00,9.30 %,10.4 %
2023-07-15 23:03:11,9.40 %,10.5 %
2023-07-15 23:18:21,9.40 %,10.3 %
2023-07-15 23:33:32,9.40 %,10.4 %
2023-07-15 23:48:42,9.40 %,10.5 %
2023-07-16 00:03:53,9.40 %,10.3 %
2023-07-16 00:19:03,9.40 %,10.3 %
2023-07-16 00:34:12,9.40 %,10.5 %
2023-07-16 00:49:11,9.30 %,10.3 %
2023-07-16 01:04:11,9.40 %,10.5 %
2023-07-16 01:19:11,9.40 %,10.4 %
2023-07-16 01:34:19,9.40 %,10.5 %
2023-07-16 01:49:28,9.40 %,10.4 %
2023-07-16 02:04:39,9.40 %,10.4 %
2023-07-16 02:19:49,9.30 %,10.3 %
2023-07-16 02:34:58,9.30 %,10.3 %
2023-07-16 02:50:08,9.30 %,10.4 %
2023-07-16 03:05:18,9.40 %,10.4 %
2023-07-16 03:20:28,9.30 %,10.3 %
2023-07-16 03:35:27,9.40 %,10.4 %
2023-07-16 03:50:38,9.40 %,10.3 %
2023-07-16 04:05:48,9.40 %,10.3 %
2023-07-16 04:20:59,9.30 %,10.4 %
2023-07-16 04:36:09,9.40 %,10.5 %
2023-07-16 04:51:21,9.30 %,10.3 %
2023-07-16 05:06:31,9.40 %,10.3 %
2023-07-16 05:21:42,9.40 %,10.4 %
2023-07-16 05:36:53,9.40 %,10.3 %
2023-07-16 05:52:02,9.30 %,10.3 %
2023-07-16 06:07:01,9.40 %,10.3 %
2023-07-16 06:22:11,9.40 %,10.5 %
2023-07-16 06:37:16,9.40 %,10.3 %
2023-07-16 06:52:23,9.50 %,10.2 %
2023-07-16 07:07:33,9.40 %,10.4 %
2023-07-16 07:22:32,9.40 %,10.3 %
2023-07-16 07:37:43,9.30 %,10.3 %
2023-07-16 07:52:55,9.40 %,10.4 %
2023-07-16 08:08:05,9.40 %,10.3 %
2023-07-16 08:23:02,9.40 %,10.3 %
2023-07-16 08:38:11,9.30 %,10.3 %
2023-07-16 08:53:17,9.40 %,10.2 %
2023-07-16 09:08:16,9.40 %,10.3 %
2023-07-16 09:23:22,9.40 %,10.2 %
2023-07-16 09:38:32,9.40 %,10.3 %
2023-07-16 09:53:42,9.40 %,10.3 %
2023-07-16 10:08:41,9.40 %,10.3 %
2023-07-16 10:23:47,9.30 %,10.3 %
2023-07-16 10:38:53,9.30 %,10.3 %
2023-07-16 10:53:53,9.30 %,10.3 %
2023-07-16 11:09:04,9.40 %,10.2 %
2023-07-16 11:24:03,9.30 %,10.2 %
2023-07-16 11:39:09,9.30 %,10.2 %
2023-07-16 11:54:15,9.40 %,10.3 %
2023-07-16 12:09:23,9.30 %,10.2 %
2023-07-16 12:24:33,9.30 %,10.4 %
2023-07-16 12:39:41,9.30 %,10.1 %
2023-07-16 12:54:48,9.30 %,10.2 %
2023-07-16 13:09:53,9.20 %,10.2 %
2023-07-16 13:25:01,9.20 %,10.1 %
2023-07-16 13:40:11,9.20 %,10.1 %
2023-07-16 13:55:11,9.10 %,10.3 %
2023-07-16 14:10:11,9.10 %,10.1 %
2023-07-16 14:25:18,9.10 %,10 %
2023-07-16 14:40:19,8.90 %,10 %
2023-07-16 14:55:30,8.90 %,10 %
2023-07-16 15:10:40,8.90 %,9.90 %
2023-07-16 15:25:52,9.10 %,9.90 %
2023-07-16 15:40:59,9.10 %,10 %
2023-07-16 15:56:04,9 %,9.90 %
2023-07-16 16:11:12,9.10 %,9.90 %
2023-07-16 16:26:18,9.10 %,9.90 %
2023-07-16 16:41:29,8.90 %,10 %
2023-07-16 16:56:40,8.90 %,9.90 %
2023-07-16 17:11:46,8.90 %,10 %
2023-07-16 17:26:52,9 %,9.90 %
2023-07-16 17:41:52,8.90 %,9.90 %
2023-07-16 17:56:52,8.90 %,9.90 %
2023-07-16 18:12:04,8.90 %,10.1 %
2023-07-16 18:27:11,9 %,9.90 %
2023-07-16 18:42:16,8.90 %,9.90 %
2023-07-16 18:57:24,9 %,9.90 %
2023-07-16 19:12:30,8.90 %,9.90 %
2023-07-16 19:27:39,9 %,9.80 %
2023-07-16 19:42:45,8.80 %,10.1 %
2023-07-16 19:57:51,8.90 %,9.90 %
2023-07-16 20:12:57,8.90 %,10 %
2023-07-16 20:27:56,8.90 %,10.1 %
2023-07-16 20:43:08,8.90 %,9.90 %
2023-07-16 20:58:14,8.90 %,9.90 %
2023-07-16 21:13:20,8.90 %,9.90 %
2023-07-16 21:28:27,9 %,9.80 %
2023-07-16 21:43:33,8.90 %,9.90 %
2023-07-16 21:58:42,8.90 %,9.90 %
2023-07-16 22:13:42,8.90 %,9.90 %
2023-07-16 22:28:53,8.90 %,10 %
2023-07-16 22:44:02,8.90 %,10 %
2023-07-16 22:59:13,8.80 %,10.1 %
2023-07-16 23:14:12,9 %,9.90 %
2023-07-16 23:29:18,8.90 %,9.90 %
2023-07-16 23:44:18,8.90 %,10 %
2023-07-16 23:59:25,8.90 %,9.90 %
2023-07-17 00:14:24,8.90 %,9.90 %
2023-07-17 00:29:34,8.80 %,9.80 %
2023-07-17 00:44:35,8.90 %,10 %
2023-07-17 00:59:42,8.80 %,9.90 %
2023-07-17 01:14:47,8.90 %,9.90 %
2023-07-17 01:29:54,8.80 %,10.1 %
2023-07-17 01:45:03,8.90 %,10 %
2023-07-17 02:00:15,8.90 %,9.90 %
2023-07-17 02:15:27,8.90 %,9.90 %
2023-07-17 02:30:24,8.90 %,10.1 %
2023-07-17 02:45:26,8.80 %,9.90 %
2023-07-17 03:00:32,8.90 %,9.90 %
2023-07-17 03:15:39,8.80 %,9.90 %
2023-07-17 03:30:48,8.70 %,9.90 %
2023-07-17 03:46:00,8.80 %,9.90 %
2023-07-17 04:01:09,8.90 %,9.80 %
2023-07-17 04:16:10,8.80 %,9.90 %
2023-07-17 04:31:21,8.80 %,9.80 %
2023-07-17 04:46:31,8.80 %,10 %
2023-07-17 05:01:41,8.80 %,10 %
2023-07-17 05:16:51,8.90 %,9.90 %
2023-07-17 05:32:01,8.90 %,10.1 %
2023-07-17 05:47:11,8.90 %,10.1 %
2023-07-17 06:02:21,8.80 %,9.90 %
2023-07-17 06:17:31,8.80 %,9.80 %
2023-07-17 06:32:41,8.90 %,9.90 %
2023-07-17 06:47:51,8.80 %,9.90 %
2023-07-17 07:03:01,8.80 %,10 %
2023-07-17 07:18:11,8.80 %,10 %
2023-07-17 07:33:21,8.80 %,9.90 %
2023-07-17 07:48:31,8.80 %,10 %
2023-07-17 08:03:41,8.70 %,9.90 %
2023-07-17 08:18:40,8.80 %,10 %
2023-07-17 08:33:51,8.80 %,9.90 %
2023-07-17 08:49:03,8.90 %,9.80 %
2023-07-17 09:04:14,8.80 %,9.90 %
2023-07-17 09:19:24,8.80 %,9.90 %
2023-07-17 09:34:35,8.80 %,9.80 %
2023-07-17 09:49:46,8.80 %,9.90 %
2023-07-17 10:04:57,8.80 %,9.90 %
2023-07-17 10:20:09,8.80 %,9.80 %
2023-07-17 10:35:22,8.80 %,9.90 %
2023-07-17 10:50:32,8.80 %,9.90 %
2023-07-17 11:05:46,8.80 %,9.70 %
2023-07-17 11:20:46,8.90 %,9.80 %
2023-07-17 11:35:53,8.80 %,9.70 %
2023-07-17 11:50:58,8.80 %,9.70 %
2023-07-17 12:06:06,8.70 %,9.70 %
2023-07-17 12:21:17,8.70 %,9.70 %
2023-07-17 12:36:24,8.70 %,9.70 %
2023-07-17 12:51:31,8.50 %,9.70 %
2023-07-17 13:06:37,8.60 %,9.60 %
2023-07-17 13:21:42,8.60 %,9.70 %
2023-07-17 13:36:42,8.60 %,9.50 %
2023-07-17 14:59:20,8.50 %,9.50 %
2023-07-17 15:00:05,8.50 %,9.50 %
2023-07-17 15:15:05,8.50 %,9.40 %
2023-07-17 17:11:53,8.30 %,9.40 %
2023-07-17 17:12:40,8.40 %,9.40 %
2023-07-17 17:27:46,8.30 %,9.50 %
2023-07-17 17:42:52,8.30 %,9.40 %
2023-07-17 17:58:00,8.30 %,9.40 %
2023-07-17 18:13:11,8.30 %,9.40 %
2023-07-17 18:28:17,8.30 %,9.40 %
2023-07-17 18:43:25,8.30 %,9.50 %
2023-07-17 18:58:32,8.30 %,9.40 %
2023-07-17 19:13:39,8.30 %,9.40 %
2023-07-17 19:28:50,8.20 %,9.40 %
2023-07-17 19:43:55,8.30 %,9.40 %
2023-07-17 19:59:03,8.30 %,9.40 %
2023-07-17 20:14:03,8.30 %,9.40 %
2023-07-17 20:29:03,8.30 %,9.40 %
2023-07-17 20:44:14,8.20 %,9.40 %
2023-07-17 20:59:20,8.20 %,9.60 %
2023-07-17 21:14:26,8.20 %,9.60 %
2023-07-17 21:29:32,8.20 %,9.40 %
2023-07-17 21:44:44,8.20 %,9.50 %
2023-07-17 21:59:53,8.30 %,9.60 %
2023-07-17 22:14:53,8.20 %,9.40 %
2023-07-17 22:30:04,8.20 %,9.60 %
2023-07-17 22:45:15,8.20 %,9.50 %
2023-07-17 23:00:25,8.20 %,9.40 %
2023-07-17 23:15:23,8.20 %,9.60 %
2023-07-17 23:30:34,8.20 %,9.50 %
2023-07-17 23:45:45,8.20 %,9.60 %
2023-07-18 00:00:55,8.20 %,9.60 %
2023-07-18 00:16:05,8.20 %,9.40 %
2023-07-18 00:31:14,8.20 %,9.60 %
2023-07-18 00:46:24,8.20 %,9.60 %
2023-07-18 01:01:24,8.20 %,9.40 %
2023-07-18 01:16:34,8.20 %,9.50 %
2023-07-18 01:31:45,8.20 %,9.50 %
2023-07-18 01:46:54,8.20 %,9.50 %
2023-07-18 02:02:04,8.10 %,9.50 %
2023-07-18 02:17:15,8.20 %,9.50 %
2023-07-18 02:32:27,8.20 %,9.60 %
2023-07-18 02:47:38,8.10 %,9.40 %
2023-07-18 03:02:47,8.20 %,9.50 %
2023-07-18 03:17:55,8.20 %,9.40 %
2023-07-18 03:33:01,8.10 %,9.60 %
2023-07-18 03:48:00,8.10 %,9.50 %
2023-07-18 04:03:07,8.20 %,9.40 %
2023-07-18 04:18:16,8.10 %,9.50 %
2023-07-18 04:33:28,8.20 %,9.40 %
2023-07-18 04:48:27,8 %,9.70 %
2023-07-18 05:03:38,8.20 %,9.40 %
2023-07-18 05:18:48,8.20 %,9.40 %
2023-07-18 05:33:47,8.10 %,9.50 %
2023-07-18 05:48:58,8.20 %,9.40 %
2023-07-18 06:04:08,8.20 %,9.50 %
2023-07-18 06:19:17,8.10 %,9.40 %
2023-07-18 06:34:29,8.20 %,9.60 %
2023-07-18 06:49:39,8.10 %,9.40 %
2023-07-18 07:04:49,8.10 %,9.60 %
2023-07-18 07:19:48,8.10 %,9.40 %
2023-07-18 07:34:48,8.10 %,9.40 %
2023-07-18 07:49:59,8.10 %,9.40 %
2023-07-18 08:05:09,8.10 %,9.40 %
2023-07-18 08:20:19,8.20 %,9.40 %
2023-07-18 08:35:29,8.10 %,9.40 %
2023-07-18 08:50:27,8.20 %,9.40 %
2023-07-18 09:05:34,8.10 %,9.30 %
2023-07-18 09:20:40,8.10 %,9.30 %
2023-07-18 09:35:48,8.10 %,9.50 %
2023-07-18 09:50:59,8.10 %,9.50 %
2023-07-18 10:06:05,8.10 %,9.30 %
2023-07-18 10:21:12,8.10 %,9.30 %
2023-07-18 10:36:17,8.10 %,9.40 %
2023-07-18 10:51:25,8.10 %,9.40 %
2023-07-18 11:06:35,8.10 %,9.20 %
2023-07-18 11:21:50,8.10 %,9.20 %
2023-07-18 11:37:01,8.10 %,9.10 %
2023-07-18 11:52:01,8.10 %,9.10 %
2023-07-18 12:07:07,8.10 %,9.20 %
2023-07-18 12:22:08,7.90 %,9.20 %
2023-07-18 12:37:13,8 %,9 %
2023-07-18 12:52:24,7.90 %,9.20 %
2023-07-18 13:07:32,7.90 %,9.10 %
2023-07-18 13:22:32,7.90 %,8.90 %
2023-07-18 13:37:31,7.90 %,9 %
2023-07-18 13:52:37,7.80 %,9.10 %
2023-07-18 14:07:49,7.80 %,9.10 %
2023-07-18 14:22:54,7.90 %,8.90 %
2023-07-18 14:38:00,7.70 %,8.80 %
2023-07-18 14:53:00,7.60 %,8.90 %
2023-07-18 15:08:08,7.60 %,8.90 %
2023-07-18 15:23:19,7.60 %,8.90 %
2023-07-18 15:38:29,7.60 %,8.90 %
2023-07-18 15:53:38,7.60 %,9 %
2023-07-18 16:08:48,7.50 %,8.90 %
2023-07-18 16:23:58,7.60 %,8.90 %
2023-07-18 16:39:08,7.60 %,8.90 %
2023-07-18 16:54:08,7.50 %,8.80 %
2023-07-18 17:09:07,7.60 %,8.80 %
2023-07-18 17:24:08,7.60 %,8.80 %
2023-07-18 17:39:16,7.60 %,8.90 %
2023-07-18 17:54:25,7.50 %,9 %
2023-07-18 18:09:37,7.50 %,8.90 %
2023-07-18 18:24:49,7.50 %,8.80 %
2023-07-18 18:39:55,7.50 %,8.70 %
2023-07-18 18:55:01,7.60 %,8.90 %
2023-07-18 19:10:07,7.50 %,8.80 %
2023-07-18 19:25:14,7.50 %,8.80 %
2023-07-18 19:40:23,7.60 %,8.80 %
2023-07-18 19:55:29,7.50 %,8.80 %
2023-07-18 20:10:35,7.50 %,8.80 %
2023-07-18 20:25:41,7.50 %,8.90 %
2023-07-18 20:40:41,7.30 %,8.80 %
2023-07-18 21:54:33,7.50 %,8.90 %
2023-07-18 21:55:42,7.50 %,8.80 %
2023-07-18 22:10:48,7.40 %,8.90 %
2023-07-18 22:25:53,7.40 %,8.80 %
2023-07-18 22:40:59,7.50 %,8.70 %
2023-07-18 22:56:09,7.40 %,8.90 %
2023-07-18 23:11:14,7.40 %,8.90 %
2023-07-18 23:26:19,7.40 %,8.80 %
2023-07-18 23:41:24,7.40 %,8.80 %
2023-07-18 23:56:29,7.40 %,8.70 %
2023-07-19 00:11:39,7.40 %,8.80 %
2023-07-19 00:26:49,7.40 %,8.80 %
2023-07-19 00:41:49,7.40 %,8.80 %
2023-07-19 00:56:54,7.40 %,8.80 %
2023-07-19 01:11:59,7.40 %,8.80 %
2023-07-19 01:27:04,7.40 %,8.80 %
2023-07-19 01:42:03,7.30 %,8.80 %
2023-07-19 01:56:59,7.30 %,8.90 %
2023-07-19 02:12:01,7.40 %,8.70 %
2023-07-19 02:27:02,7.30 %,8.70 %
2023-07-19 04:32:08,7.30 %,8.80 %
2023-07-19 04:33:09,7.40 %,8.80 %
2023-07-19 04:48:08,7.30 %,8.80 %
2023-07-19 05:03:16,7.40 %,8.80 %
2023-07-19 05:18:23,7.30 %,8.90 %
2023-07-19 05:33:34,7.30 %,8.80 %
2023-07-19 05:48:45,7.30 %,8.70 %
2023-07-19 06:03:55,7.30 %,8.90 %
2023-07-19 06:19:05,7.30 %,8.80 %
2023-07-19 06:34:16,7.30 %,8.80 %
2023-07-19 06:49:26,7.30 %,8.80 %
2023-07-19 07:04:37,7.30 %,8.80 %
2023-07-19 07:19:46,7.30 %,8.90 %
2023-07-19 07:34:57,7.30 %,8.90 %
2023-07-19 07:50:06,7.30 %,8.90 %
2023-07-19 08:05:16,7.30 %,8.80 %
2023-07-19 08:20:28,7.30 %,8.90 %
2023-07-19 08:35:38,7.30 %,8.90 %
2023-07-19 08:50:48,7.30 %,8.90 %
2023-07-19 09:05:58,7.30 %,9 %
2023-07-19 09:21:10,7.30 %,9 %
2023-07-19 09:36:22,7.30 %,8.80 %
2023-07-19 09:51:31,7.30 %,8.90 %
2023-07-19 10:06:43,7.30 %,8.90 %
2023-07-19 10:21:42,7.20 %,8.90 %
2023-07-19 10:36:49,7.20 %,8.90 %
2023-07-19 10:51:54,7.30 %,9.10 %
2023-07-19 11:06:54,7.20 %,8.90 %
