date-time,bare soil,cardboard mulch
8/5/2023 8:27,18.80%,21.60%
8/5/2023 8:43,18.60%,21.60%
8/5/2023 8:58,18.40%,21.50%
8/5/2023 9:13,18.30%,21.50%
8/5/2023 9:28,18.40%,21.60%
8/5/2023 9:43,18.30%,21.50%
8/5/2023 9:58,18.20%,21.50%
8/5/2023 10:14,18.10%,21.40%
8/5/2023 10:29,17.80%,21.40%
8/5/2023 10:44,17.90%,21.40%
8/5/2023 10:59,17.60%,21.40%
8/5/2023 11:14,17.70%,21.50%
8/5/2023 11:30,17.30%,21.30%
8/5/2023 11:45,17%,21.30%
8/5/2023 12:00,17%,21.40%
8/5/2023 12:15,17%,21.40%
8/5/2023 12:30,17.10%,21.30%
8/5/2023 12:45,17%,21.30%
8/5/2023 13:01,17.10%,21.30%
8/5/2023 13:16,17%,21.30%
8/5/2023 13:31,16.50%,21.20%
8/5/2023 13:46,16.10%,21.20%
8/5/2023 14:01,15.70%,21.30%
8/5/2023 14:16,15.90%,21.20%
8/5/2023 14:31,15.60%,21%
8/5/2023 14:46,15.40%,21%
8/5/2023 15:01,15.50%,21.20%
8/5/2023 15:16,15.30%,21.10%
8/5/2023 15:32,15.10%,21.10%
8/5/2023 15:47,15%,21%
8/5/2023 16:02,14.80%,21.10%
8/5/2023 16:17,14.70%,21%
8/5/2023 16:32,14.50%,21%
8/5/2023 16:48,14.50%,21%
8/5/2023 17:03,14.60%,21.10%
8/5/2023 17:18,14.70%,21.10%
8/5/2023 17:33,14.30%,21%
8/5/2023 17:48,14.40%,21.10%
8/5/2023 18:03,14.50%,21%
8/5/2023 18:18,14.60%,21%
8/5/2023 18:33,14.60%,21%
8/5/2023 18:49,14.50%,21%
8/5/2023 19:04,14.50%,21.20%
8/5/2023 19:19,14.50%,20.90%
8/5/2023 19:34,14.60%,21%
8/5/2023 19:49,14.50%,21.10%
8/5/2023 20:04,14.60%,21%
8/5/2023 20:19,14.70%,21%
8/5/2023 20:34,14.80%,21.10%
8/5/2023 20:50,14.70%,20.90%
8/5/2023 21:05,14.70%,21%
8/5/2023 21:20,14.80%,21.20%
8/5/2023 21:35,14.70%,21.10%
8/5/2023 21:50,14.80%,21%
8/5/2023 22:05,14.90%,21.20%
8/5/2023 22:20,15.10%,21%
8/5/2023 22:36,15%,21.10%
8/5/2023 22:51,15.10%,21.20%
8/5/2023 23:06,15%,21.20%
8/5/2023 23:21,15.20%,21.10%
8/5/2023 23:36,15.10%,21%
8/5/2023 23:52,15.10%,21.20%
8/6/2023 0:07,15.10%,21.20%
8/6/2023 0:22,15.20%,21.10%
8/6/2023 0:37,15.20%,21.10%
8/6/2023 0:52,15.30%,21.10%
8/6/2023 1:07,15.20%,21.10%
8/6/2023 1:22,15.30%,21.10%
8/6/2023 1:38,15.20%,21.10%
8/6/2023 1:53,15.10%,21.10%
8/6/2023 2:08,15.20%,21.20%
8/6/2023 2:23,15.30%,21%
8/6/2023 2:38,15.30%,21.10%
8/6/2023 2:53,15.30%,21%
8/6/2023 3:09,15.20%,21.20%
8/6/2023 3:24,15.30%,21.10%
8/6/2023 3:39,15.30%,21.10%
8/6/2023 3:54,15.20%,21%
8/6/2023 4:09,15.20%,21.10%
8/6/2023 4:25,15.30%,21%
8/6/2023 4:40,15.30%,21%
8/6/2023 4:55,15.30%,21.10%
8/6/2023 5:10,15.30%,21.20%
8/6/2023 5:25,15.30%,21.10%
8/6/2023 5:40,15.40%,21.20%
8/6/2023 5:55,15.40%,21.10%
8/6/2023 6:10,15.30%,21.20%
8/6/2023 6:26,15.40%,21%
8/6/2023 6:41,15.30%,21.10%
8/6/2023 6:56,15.30%,21.20%
8/6/2023 7:11,15.30%,21.20%
8/6/2023 7:26,15.40%,21.10%
8/6/2023 7:42,15.40%,21.20%
8/6/2023 7:57,15.30%,21.10%
8/6/2023 8:12,15.30%,21%
8/6/2023 8:27,15.30%,21.10%
