date-time,bare soil,cardboard mulch
8/16/2023 10:32,16.70%,33.20%
8/16/2023 10:47,16.50%,33.30%
8/16/2023 11:03,16.40%,33.30%
8/16/2023 11:18,16.40%,33.10%
8/16/2023 11:33,16.10%,33.10%
8/16/2023 11:48,16%,33%
8/16/2023 12:03,15.90%,33%
8/16/2023 12:18,15.90%,32.80%
8/16/2023 12:33,15.50%,32.90%
8/16/2023 13:54,14.70%,32.70%
8/16/2023 13:56,14.90%,32.70%
8/16/2023 14:11,14.80%,32.70%
8/16/2023 14:26,14.50%,32.70%
8/16/2023 14:41,14.50%,32.70%
8/16/2023 14:56,14.30%,32.70%
8/16/2023 15:12,14.30%,32.70%
8/16/2023 15:27,14%,32.70%
8/16/2023 15:42,14%,32.70%
8/16/2023 15:57,13.80%,32.70%
8/16/2023 16:12,13.80%,32.50%
8/16/2023 16:27,13.80%,32.60%
8/16/2023 16:42,13.80%,32.60%
8/16/2023 16:58,13.70%,32.50%
8/16/2023 17:13,13.70%,32.70%
8/16/2023 17:28,13.60%,32.70%
8/16/2023 17:43,13.70%,32.50%
8/16/2023 17:58,13.70%,32.50%
8/16/2023 18:13,13.70%,32.50%
8/16/2023 18:29,13.60%,32.60%
8/16/2023 18:44,13.80%,32.60%
8/16/2023 18:59,13.80%,32.50%
8/16/2023 19:14,13.80%,32.50%
8/16/2023 19:29,13.80%,32.50%
8/16/2023 19:44,13.70%,32.50%
8/16/2023 20:00,13.80%,32.50%
8/16/2023 20:15,13.90%,32.50%
8/16/2023 20:30,13.80%,32.60%
8/16/2023 20:45,13.90%,32.60%
8/16/2023 21:00,13.80%,32.50%
8/16/2023 21:15,13.90%,32.60%
8/16/2023 21:31,13.90%,32.50%
8/16/2023 21:46,13.90%,32.40%
8/16/2023 22:01,13.80%,32.50%
8/16/2023 22:16,13.90%,32.50%
8/16/2023 22:31,14.50%,32.50%
8/16/2023 22:46,14.40%,32.70%
8/16/2023 23:01,14.40%,32.60%
8/16/2023 23:16,14.40%,32.50%
8/16/2023 23:32,14.40%,32.70%
8/16/2023 23:47,14.50%,32.50%
8/17/2023 0:02,14.40%,32.70%
8/17/2023 0:17,14.40%,32.50%
8/17/2023 0:32,14.50%,32.50%
8/17/2023 0:47,14.40%,32.50%
8/17/2023 1:02,14.60%,32.50%
8/17/2023 1:18,14.50%,32.50%
8/17/2023 1:33,14.50%,32.60%
8/17/2023 1:48,14.60%,32.50%
8/17/2023 2:03,14.60%,32.50%
8/17/2023 2:18,14.40%,32.70%
8/17/2023 2:33,14.50%,32.60%
8/17/2023 2:48,14.50%,32.50%
8/17/2023 3:03,14.70%,32.50%
8/17/2023 3:19,14.70%,32.50%
8/17/2023 3:34,14.70%,32.50%
8/17/2023 3:49,14.50%,32.60%
8/17/2023 4:04,14.60%,32.70%
8/17/2023 4:19,14.50%,32.60%
8/17/2023 4:34,14.50%,32.50%
8/17/2023 4:49,14.60%,32.60%
8/17/2023 5:04,14.50%,32.50%
8/17/2023 5:20,14.70%,32.50%
8/17/2023 5:35,14.50%,32.50%
8/17/2023 5:50,14.50%,32.50%
8/17/2023 6:05,14.60%,32.50%
8/17/2023 6:20,14.60%,32.70%
8/17/2023 6:35,14.60%,32.50%
8/17/2023 6:50,14.40%,32.60%
8/17/2023 7:06,14.50%,32.50%
8/17/2023 7:21,14.50%,32.50%
8/17/2023 7:36,14.50%,32.50%
8/17/2023 7:51,14.50%,32.50%
8/17/2023 8:06,14.50%,32.50%
8/17/2023 8:21,14.40%,32.40%
8/17/2023 8:37,14.50%,32.70%
8/17/2023 8:52,14.40%,32.50%
8/17/2023 9:07,14.30%,32.50%
8/17/2023 9:22,14.20%,32.40%
8/17/2023 9:37,14.10%,32.40%
8/17/2023 9:52,14.10%,32.40%
8/17/2023 10:07,14%,32.40%
8/17/2023 10:23,13.90%,32.40%
8/17/2023 10:38,13.90%,32.40%
8/17/2023 10:53,13.80%,32.30%
8/17/2023 11:08,13.80%,32.30%
8/17/2023 11:23,13.70%,32.10%
8/17/2023 11:38,13.60%,32.30%
8/17/2023 11:54,13.60%,32.30%
8/17/2023 12:09,13.60%,32.20%
8/17/2023 12:24,13.40%,32.10%
8/17/2023 14:12,12.70%,31.90%
8/17/2023 14:13,12.60%,32%
8/17/2023 14:28,12.50%,32%
8/17/2023 14:43,12.60%,31.90%
8/17/2023 14:59,12.50%,32%
8/17/2023 15:14,12.30%,32%
8/17/2023 15:29,12.30%,31.90%
8/17/2023 15:44,12.20%,31.90%
8/17/2023 15:59,12%,31.70%
8/17/2023 16:14,11.90%,31.90%
8/17/2023 16:29,11.90%,32%
8/17/2023 16:45,11.90%,31.80%
8/17/2023 17:00,11.80%,31.90%
8/17/2023 17:15,11.90%,31.90%
8/17/2023 17:30,11.90%,31.80%
8/17/2023 17:45,12%,32%
8/17/2023 18:00,11.90%,31.80%
8/17/2023 18:15,12.10%,32%
8/17/2023 18:30,12.10%,31.90%
8/17/2023 18:46,12%,32%
8/17/2023 19:01,12.10%,31.70%
8/17/2023 19:16,12.10%,31.90%
8/17/2023 19:31,12.10%,32%
8/17/2023 19:46,12.20%,31.80%
8/17/2023 20:01,12.30%,31.70%
8/17/2023 20:16,12.30%,32%
8/17/2023 20:31,12.30%,31.90%
8/17/2023 20:46,12.40%,31.90%
8/17/2023 21:02,12.40%,32%
8/17/2023 21:17,12.40%,31.80%
8/17/2023 21:32,12.60%,31.90%
8/17/2023 21:47,12.40%,31.90%
8/17/2023 22:02,12.50%,31.90%
8/17/2023 22:17,12.50%,31.80%
8/17/2023 22:32,12.50%,31.90%
8/17/2023 22:48,12.50%,31.80%
8/17/2023 23:03,12.60%,31.90%
8/17/2023 23:18,12.50%,31.90%
8/17/2023 23:33,12.60%,31.90%
8/17/2023 23:48,12.60%,31.80%
8/18/2023 0:03,12.80%,31.90%
8/18/2023 0:18,12.60%,31.90%
8/18/2023 0:34,12.70%,31.90%
8/18/2023 0:49,12.70%,31.90%
8/18/2023 1:04,12.60%,31.80%
8/18/2023 1:19,12.80%,31.90%
8/18/2023 1:34,12.70%,31.70%
8/18/2023 1:50,12.70%,31.90%
8/18/2023 2:05,12.80%,31.70%
8/18/2023 2:20,12.80%,31.90%
8/18/2023 2:35,12.80%,31.80%
8/18/2023 2:50,12.70%,31.90%
8/18/2023 3:05,12.80%,31.90%
8/18/2023 3:21,12.80%,31.90%
8/18/2023 3:36,12.80%,32%
8/18/2023 3:51,12.90%,31.80%
8/18/2023 4:06,12.90%,31.80%
8/18/2023 4:21,12.90%,31.80%
8/18/2023 4:36,12.80%,31.90%
8/18/2023 4:51,12.80%,31.80%
8/18/2023 5:07,12.90%,31.90%
8/18/2023 5:22,12.80%,31.80%
8/18/2023 5:37,12.90%,31.90%
8/18/2023 5:52,12.90%,31.90%
8/18/2023 6:07,12.90%,31.90%
8/18/2023 6:22,12.90%,31.80%
8/18/2023 6:37,12.90%,31.90%
8/18/2023 6:52,12.90%,31.90%
8/18/2023 7:08,12.90%,31.80%
8/18/2023 7:23,12.90%,31.80%
8/18/2023 7:38,12.90%,31.90%
8/18/2023 7:53,12.80%,31.80%
8/18/2023 8:08,13%,31.90%
8/18/2023 8:24,13%,31.60%
8/18/2023 8:39,12.90%,31.60%
8/18/2023 8:54,12.90%,31.80%
8/18/2023 9:09,12.90%,31.70%
8/18/2023 9:24,12.80%,31.70%
8/18/2023 9:39,12.60%,31.70%
8/18/2023 9:54,12.70%,31.80%
8/18/2023 10:09,12.60%,31.60%
8/18/2023 10:24,12.60%,31.60%
8/18/2023 10:40,12.40%,31.70%
8/18/2023 10:55,12.30%,31.60%
8/18/2023 11:10,12.20%,31.50%
8/18/2023 11:25,12.10%,31.70%
8/18/2023 11:40,12%,31.60%
8/18/2023 11:55,12%,31.50%
8/18/2023 12:10,11.80%,31.50%
8/18/2023 12:26,11.80%,31.50%
8/18/2023 12:41,11.70%,31.60%
8/18/2023 12:56,11.50%,31.50%
8/18/2023 13:11,11.60%,31.40%
8/18/2023 13:26,11.40%,31.30%
8/18/2023 13:41,11.30%,31.50%
8/18/2023 13:56,10.90%,31.30%
8/18/2023 14:11,11%,31.30%
8/18/2023 14:27,10.90%,31.30%
8/18/2023 14:42,10.70%,31.30%
8/18/2023 14:57,10.70%,31.30%
8/18/2023 15:12,10.50%,31.30%
8/18/2023 15:27,10.30%,31.30%
8/18/2023 15:42,10.10%,31.20%
8/18/2023 15:57,10.10%,31.20%
8/18/2023 16:13,10.10%,31.10%
8/18/2023 16:28,9.90%,31.10%
8/18/2023 16:43,9.80%,31.10%
8/18/2023 16:58,9.80%,31.10%
8/18/2023 17:13,9.90%,31.20%
8/18/2023 17:28,9.80%,31.10%
8/18/2023 17:43,9.80%,31.20%
8/18/2023 17:58,9.80%,31.10%
8/18/2023 18:14,9.70%,31.10%
8/18/2023 18:29,9.80%,31.10%
8/18/2023 18:44,9.80%,31.20%
8/18/2023 18:59,9.80%,31.20%
8/18/2023 19:14,9.70%,31.10%
8/18/2023 19:29,9.70%,31.20%
8/18/2023 19:44,9.70%,31.10%
8/18/2023 20:00,9.80%,31.10%
8/18/2023 20:15,9.70%,31.20%
8/18/2023 20:30,9.80%,31%
8/18/2023 20:45,9.70%,31.10%
8/18/2023 21:00,9.70%,31.10%
8/18/2023 21:16,9.70%,31.20%
8/18/2023 21:31,9.80%,31.20%
8/18/2023 21:46,9.80%,31.20%
8/18/2023 22:01,9.80%,31.10%
8/18/2023 23:20,9.90%,31%
8/18/2023 23:21,9.90%,31.20%
8/18/2023 23:36,9.90%,31.30%
8/18/2023 23:51,9.90%,31.20%
8/19/2023 0:06,9.90%,31.20%
8/19/2023 0:21,9.90%,31%
8/19/2023 0:36,9.90%,31%
8/19/2023 0:52,9.90%,31.10%
8/19/2023 1:07,9.90%,31%
8/19/2023 1:22,9.90%,31.10%
8/19/2023 1:37,9.90%,31.10%
8/19/2023 1:52,9.90%,31%
8/19/2023 2:07,9.90%,31%
8/19/2023 2:22,10%,31.10%
8/19/2023 2:37,9.90%,31%
8/19/2023 2:52,9.90%,31%
8/19/2023 3:08,10%,31.10%
8/19/2023 3:23,10%,31%
8/19/2023 3:38,10%,31%
8/19/2023 3:53,10%,31.10%
8/19/2023 4:08,10%,31%
8/19/2023 5:57,9.90%,31%
8/19/2023 5:58,9.90%,31%
8/19/2023 6:13,9.90%,31%
8/19/2023 6:28,10%,31%
8/19/2023 6:44,10.10%,31%
8/19/2023 6:59,10%,31%
8/19/2023 7:14,10%,31%
8/19/2023 7:29,10.10%,31%
8/19/2023 7:44,10.10%,31%
8/19/2023 7:59,9.90%,31.10%
8/19/2023 8:15,10%,31%
8/19/2023 8:30,10%,31%
8/19/2023 8:45,9.90%,30.90%
8/19/2023 9:00,9.90%,31%
8/19/2023 9:15,9.80%,30.90%
8/19/2023 9:30,9.80%,31%
8/19/2023 9:45,9.80%,30.90%
8/19/2023 10:00,9.70%,30.90%
8/19/2023 10:16,9.70%,31%
8/19/2023 10:31,9.60%,30.80%
8/19/2023 10:46,9.40%,30.80%
8/19/2023 11:01,9.30%,30.80%
8/19/2023 11:16,9.30%,30.80%
8/19/2023 11:31,9.20%,30.80%
8/19/2023 11:46,9.10%,30.70%
8/19/2023 12:02,9.10%,30.70%
8/19/2023 12:17,8.90%,30.70%
8/19/2023 12:32,9%,30.60%
8/19/2023 12:47,8.80%,30.60%
8/19/2023 13:02,8.70%,30.40%
8/19/2023 13:17,8.70%,30.50%
8/19/2023 13:33,8.60%,30.50%
8/19/2023 13:48,8.50%,30.30%
8/19/2023 15:54,7.50%,30.20%
8/19/2023 15:55,7.60%,30.20%
8/19/2023 16:10,7.60%,30.20%
8/19/2023 16:25,7.40%,30.20%
8/19/2023 16:41,7.30%,30.20%
8/19/2023 16:56,7.40%,30.20%
8/19/2023 17:11,7.30%,30.10%
8/19/2023 17:26,7.40%,30.20%
8/19/2023 19:13,7.40%,30.20%
8/19/2023 19:14,7.40%,30.30%
8/19/2023 19:29,7.50%,30.30%
8/19/2023 19:44,7.40%,30.20%
8/19/2023 19:59,7.50%,30.20%
8/19/2023 20:14,7.60%,30.20%
8/19/2023 20:29,7.60%,30.20%
8/19/2023 20:45,7.60%,30.20%
8/19/2023 21:00,7.70%,30.20%
8/19/2023 21:15,7.60%,30.20%
8/19/2023 21:30,7.70%,30.20%
8/19/2023 21:45,7.70%,30.30%
8/19/2023 22:00,7.80%,30.30%
8/19/2023 22:16,7.80%,30.10%
8/19/2023 22:31,7.80%,30.30%
8/19/2023 22:46,7.80%,30.30%
8/19/2023 23:01,7.80%,30.20%
8/19/2023 23:16,7.90%,30.10%
8/19/2023 23:32,7.90%,30.20%
8/19/2023 23:47,7.90%,30.20%
8/20/2023 0:02,7.90%,30.20%
8/20/2023 0:17,7.90%,30.20%
8/20/2023 0:32,7.90%,30.10%
8/20/2023 0:47,7.80%,30.20%
8/20/2023 1:02,8%,30.20%
8/20/2023 1:18,7.90%,30.20%
8/20/2023 1:33,7.90%,30.20%
8/20/2023 1:48,7.90%,30.10%
8/20/2023 2:03,7.90%,30.30%
8/20/2023 2:18,8%,30.20%
8/20/2023 2:33,8%,30.30%
8/20/2023 2:48,7.90%,30.20%
8/20/2023 3:03,8%,30.20%
8/20/2023 3:18,8%,30.20%
8/20/2023 3:34,8%,30.20%
8/20/2023 3:49,8%,30.30%
8/20/2023 4:04,8%,30.30%
8/20/2023 4:19,8%,30.20%
8/20/2023 4:34,8%,30.20%
8/20/2023 4:49,7.90%,30.30%
8/20/2023 5:04,8%,30.20%
8/20/2023 5:20,8.10%,30.20%
8/20/2023 5:35,8%,30.30%
8/20/2023 5:50,8%,30.20%
8/20/2023 6:05,8%,30.20%
8/20/2023 6:20,8%,30.20%
8/20/2023 6:35,8%,30.10%
8/20/2023 6:50,8.10%,30.20%
8/20/2023 7:06,8.10%,30.20%
8/20/2023 7:21,8%,30.20%
8/20/2023 7:36,8.10%,30.20%
8/20/2023 7:51,8%,30.20%
8/20/2023 8:06,8%,30.20%
8/20/2023 8:21,8%,30.20%
8/20/2023 8:36,7.90%,30.10%
8/20/2023 8:51,8%,30.20%
8/20/2023 9:07,7.90%,30.20%
8/20/2023 9:22,7.90%,30.10%
8/20/2023 9:37,7.90%,30.10%
8/20/2023 9:52,7.80%,30.10%
8/20/2023 10:07,7.80%,30%
8/20/2023 10:22,7.80%,30.10%
8/20/2023 10:38,7.60%,30.10%
8/20/2023 10:53,7.50%,30.10%
8/20/2023 11:08,7.50%,30.10%
8/20/2023 11:23,7.40%,30.10%
8/20/2023 11:38,7.20%,29.90%
8/20/2023 11:53,7.30%,30%
8/20/2023 12:08,7.20%,29.90%
8/20/2023 12:23,7%,29.90%
8/20/2023 12:39,7%,29.90%
8/20/2023 12:54,6.90%,29.80%
8/20/2023 13:09,6.90%,29.80%
8/20/2023 13:24,6.80%,29.80%
8/20/2023 13:39,6.80%,29.90%
8/20/2023 13:55,6.70%,29.80%
8/20/2023 14:10,6.60%,29.80%
8/20/2023 14:25,6.60%,29.70%
8/20/2023 14:40,6.50%,29.70%
8/20/2023 14:55,6.50%,29.70%
8/20/2023 15:10,6.50%,29.70%
8/20/2023 15:25,6.40%,29.60%
8/20/2023 15:40,6.30%,29.70%
8/20/2023 15:56,6.40%,29.50%
8/20/2023 16:11,6.30%,29.60%
8/20/2023 16:26,6.20%,29.50%
8/20/2023 16:41,6.20%,29.60%
8/20/2023 16:56,6.20%,29.60%
8/20/2023 17:11,6.20%,29.50%
8/20/2023 17:27,6.20%,29.60%
8/20/2023 17:42,6.10%,29.60%
8/20/2023 17:57,6.10%,29.60%
8/20/2023 18:12,6.10%,29.60%
8/20/2023 18:27,6.10%,29.50%
8/20/2023 18:42,6.20%,29.80%
8/20/2023 18:57,6.20%,29.70%
8/20/2023 19:13,6.20%,29.80%
8/20/2023 19:28,6.30%,29.60%
8/20/2023 19:43,6.30%,29.80%
8/20/2023 19:58,6.40%,29.80%
8/20/2023 20:13,6.40%,29.60%
8/20/2023 20:28,6.40%,29.70%
8/20/2023 20:43,6.40%,29.70%
8/20/2023 20:59,6.50%,29.50%
8/20/2023 21:14,6.50%,29.60%
8/20/2023 22:49,6.70%,29.60%
8/20/2023 22:50,6.70%,29.60%
8/20/2023 23:05,6.80%,29.70%
8/21/2023 1:02,6.80%,29.60%
8/21/2023 1:03,6.90%,29.60%
8/21/2023 1:18,6.90%,29.50%
8/21/2023 1:33,6.90%,29.40%
8/21/2023 1:48,6.90%,29.40%
8/21/2023 2:03,6.90%,29.50%
8/21/2023 2:18,6.90%,29.30%
8/21/2023 2:34,6.90%,29.50%
8/21/2023 2:48,6.90%,29.40%
8/21/2023 4:21,7%,29.30%
8/21/2023 4:22,7%,29.30%
8/21/2023 4:37,7%,29.40%
8/21/2023 4:52,7.10%,29.50%
8/21/2023 5:07,6.90%,29.30%
8/21/2023 5:22,7%,29.40%
8/21/2023 5:37,7.10%,29.40%
8/21/2023 5:53,7%,29.40%
8/21/2023 6:08,7.10%,29.30%
8/21/2023 6:23,7%,29.40%
8/21/2023 6:38,7.10%,29.30%
8/21/2023 6:53,7%,29.40%
8/21/2023 7:08,7.10%,29.40%
8/21/2023 7:24,7%,29.40%
8/21/2023 7:39,7%,29.40%
8/21/2023 7:54,7%,29.40%
8/21/2023 8:09,7%,29.40%
8/21/2023 8:24,7%,29.40%
8/21/2023 8:39,7%,29.50%
8/21/2023 8:54,7%,29.50%
8/21/2023 9:10,7%,29.40%
8/21/2023 9:25,6.90%,29.40%
8/21/2023 9:40,6.90%,29.40%
8/21/2023 9:55,6.90%,29.50%
8/21/2023 10:10,6.80%,29.40%
8/21/2023 10:25,6.80%,29.60%
8/21/2023 10:40,6.80%,29.50%
8/21/2023 10:55,6.80%,29.50%
8/21/2023 11:10,6.60%,29.50%
8/21/2023 11:26,6.70%,29.40%
8/21/2023 11:41,6.60%,29.50%
8/21/2023 11:56,6.50%,29.50%
8/21/2023 12:11,6.60%,29.40%
8/21/2023 12:26,6.50%,29.50%
8/21/2023 12:41,6.40%,29.20%
8/21/2023 12:56,6.40%,29.40%
8/21/2023 13:12,6.30%,29.30%
8/21/2023 13:27,6.30%,29.40%
8/21/2023 13:42,6.30%,29.30%
8/21/2023 13:57,6.20%,29.10%
8/21/2023 15:23,6.10%,29.30%
8/21/2023 15:24,6.10%,29.30%
8/21/2023 15:39,6.10%,29.20%
8/21/2023 15:54,6.10%,29.30%
8/21/2023 16:09,6%,29.20%
8/21/2023 17:36,5.90%,29.10%
8/21/2023 17:37,6%,29.10%
8/21/2023 17:52,6%,29.20%
8/21/2023 19:48,6%,29.30%
8/21/2023 19:49,6.10%,29.20%
8/21/2023 20:04,6.20%,29.10%
8/21/2023 20:19,6.20%,29.10%
8/21/2023 20:34,6.10%,29%
8/21/2023 20:50,6.20%,29.10%
8/21/2023 21:05,6.10%,29%
8/21/2023 21:20,6.20%,28.90%
8/21/2023 21:35,6.20%,28.90%
8/21/2023 21:50,6.30%,28.90%
8/21/2023 22:05,6.20%,28.70%
8/21/2023 22:21,6.10%,28.70%
8/21/2023 22:36,6.20%,28.80%
8/21/2023 22:51,6.20%,28.80%
8/21/2023 23:06,6.20%,28.80%
8/21/2023 23:21,6.30%,28.70%
8/21/2023 23:36,6.20%,28.80%
8/21/2023 23:52,6.20%,28.70%
8/22/2023 0:07,6.20%,28.70%
8/22/2023 0:22,6.20%,28.70%
8/22/2023 0:37,6.20%,28.80%
8/22/2023 0:52,6.20%,28.70%
8/22/2023 1:07,6.20%,28.70%
8/22/2023 1:22,6.30%,28.50%
8/22/2023 1:38,6.20%,28.50%
8/22/2023 1:53,6.30%,28.50%
8/22/2023 2:08,6.20%,28.60%
8/22/2023 2:23,6.20%,28.50%
8/22/2023 2:38,6.30%,28.60%
8/22/2023 2:53,6.30%,28.50%
8/22/2023 3:08,6.20%,28.50%
8/22/2023 3:23,6.30%,28.60%
8/22/2023 3:38,6.30%,28.60%
8/22/2023 3:53,6.20%,28.40%
8/22/2023 4:09,6.30%,28.70%
8/22/2023 4:24,6.30%,28.50%
8/22/2023 4:39,6.10%,28.50%
8/22/2023 6:51,6.20%,28.50%
8/22/2023 6:52,6.30%,28.40%
8/22/2023 7:08,6.20%,28.40%
8/22/2023 7:23,6.20%,28.60%
8/22/2023 7:38,6.20%,28.60%
8/22/2023 7:53,6.30%,28.60%
8/22/2023 8:08,6.20%,28.50%
8/22/2023 8:23,6.30%,28.40%
8/22/2023 8:39,6.20%,28.50%
8/22/2023 8:54,6.30%,28.60%
8/22/2023 9:09,6.20%,28.40%
8/22/2023 9:24,6.20%,28.50%
8/22/2023 9:39,6.20%,28.30%
8/22/2023 9:54,6%,28.40%
8/22/2023 10:09,6.20%,28.40%
8/22/2023 10:24,6.10%,28.60%
8/22/2023 10:40,6%,28.30%
8/22/2023 10:55,5.90%,28.40%
8/22/2023 11:10,5.80%,28.50%
8/22/2023 11:25,5.90%,28.40%
8/22/2023 11:40,5.70%,28.30%
8/22/2023 11:55,5.70%,28.40%
8/22/2023 12:10,5.60%,28.30%
8/22/2023 12:25,5.60%,28.30%
8/22/2023 12:40,5.40%,28.30%
8/22/2023 12:56,5.30%,28.30%
8/22/2023 13:11,5.30%,28.10%
8/22/2023 13:26,5.20%,28.10%
8/22/2023 13:41,5.10%,28.10%
8/22/2023 13:56,5.10%,28%
8/22/2023 14:11,5%,28%
8/22/2023 14:26,5%,28%
8/22/2023 14:41,4.90%,28%
8/22/2023 14:57,4.70%,28%
8/22/2023 15:12,4.70%,27.90%
8/22/2023 15:27,4.60%,27.80%
8/22/2023 15:42,4.60%,27.70%
8/22/2023 15:57,4.50%,27.70%
8/22/2023 16:12,4.40%,27.80%
8/22/2023 16:27,4.40%,27.80%
8/22/2023 16:42,4.40%,27.70%
8/22/2023 16:58,4.40%,27.70%
8/22/2023 17:13,4.30%,27.80%
8/22/2023 17:28,4.40%,27.80%
8/22/2023 17:43,4.40%,27.80%
8/22/2023 17:58,4.30%,27.80%
8/22/2023 18:13,4.40%,27.80%
8/22/2023 18:29,4.30%,27.70%
8/22/2023 18:44,4.40%,27.70%
8/22/2023 18:59,4.40%,27.70%
8/22/2023 19:14,4.40%,27.80%
8/22/2023 19:29,4.40%,27.70%
8/22/2023 19:44,4.40%,27.80%
8/22/2023 20:00,4.40%,27.70%
8/22/2023 20:15,4.40%,27.60%
8/22/2023 20:30,4.40%,27.70%
8/22/2023 20:45,4.40%,27.70%
8/22/2023 21:00,4.40%,27.70%
8/22/2023 21:15,4.40%,27.70%
8/22/2023 21:30,4.40%,27.70%
8/22/2023 21:45,4.40%,27.60%
8/22/2023 22:00,4.50%,27.70%
8/22/2023 22:16,4.50%,27.70%
8/22/2023 22:31,4.40%,27.60%
8/22/2023 22:46,4.50%,27.80%
8/22/2023 23:01,4.50%,27.70%
8/22/2023 23:16,4.40%,27.60%
8/22/2023 23:31,4.50%,27.70%
8/22/2023 23:46,4.40%,27.70%
8/23/2023 0:01,4.50%,27.70%
8/23/2023 0:16,4.60%,27.60%
8/23/2023 0:32,4.60%,27.70%
8/23/2023 0:47,4.50%,27.70%
8/23/2023 1:02,4.60%,27.70%
8/23/2023 1:17,4.60%,27.60%
8/23/2023 1:32,4.60%,27.60%
8/23/2023 1:47,4.40%,27.50%
8/23/2023 2:02,4.60%,27.60%
8/23/2023 2:17,4.60%,27.70%
8/23/2023 2:33,4.60%,27.70%
8/23/2023 2:48,4.60%,27.70%
8/23/2023 3:03,4.50%,27.70%
8/23/2023 3:18,4.60%,27.70%
8/23/2023 3:33,4.60%,27.60%
8/23/2023 3:48,4.60%,27.70%
8/23/2023 4:03,4.60%,27.60%
8/23/2023 4:18,4.70%,27.70%
8/23/2023 4:33,4.60%,27.70%
8/23/2023 4:48,4.70%,27.50%
8/23/2023 5:04,4.70%,27.70%
8/23/2023 5:19,4.70%,27.50%
8/23/2023 5:34,4.70%,27.60%
8/23/2023 5:49,4.70%,27.70%
8/23/2023 6:04,4.70%,27.50%
8/23/2023 6:20,4.70%,27.50%
8/23/2023 6:35,4.80%,27.50%
8/23/2023 6:50,4.70%,27.50%
8/23/2023 7:05,4.70%,27.60%
8/23/2023 7:20,4.80%,27.50%
8/23/2023 7:35,4.80%,27.50%
8/23/2023 7:50,4.70%,27.50%
8/23/2023 8:06,4.70%,27.60%
8/23/2023 8:21,4.80%,27.50%
8/23/2023 8:36,4.70%,27.50%
8/23/2023 8:51,4.70%,27.50%
8/23/2023 9:06,4.60%,27.50%
8/23/2023 9:21,4.70%,27.50%
8/23/2023 9:36,4.70%,27.50%
8/23/2023 9:51,4.60%,27.50%
8/23/2023 10:06,4.50%,27.50%
8/23/2023 10:21,4.40%,27.50%
8/23/2023 10:36,4.40%,27.50%
8/23/2023 12:40,4.10%,27.30%
8/23/2023 12:42,4%,27.20%
8/23/2023 12:57,4%,27.40%
8/23/2023 13:13,4%,27.20%
8/23/2023 13:28,3.80%,27.20%
8/23/2023 13:43,3.80%,27.20%
8/23/2023 13:58,3.70%,27.20%
8/23/2023 14:13,3.60%,27.10%
8/23/2023 14:28,3.60%,27.10%
8/23/2023 14:43,3.60%,27.20%
8/23/2023 14:58,3.50%,27.10%
8/23/2023 15:14,3.50%,26.90%
8/23/2023 15:29,3.50%,27.10%
8/23/2023 15:44,3.40%,27.10%
8/23/2023 15:59,3.30%,27.10%
8/23/2023 16:14,3.30%,27.10%
8/23/2023 16:29,3.30%,27.10%
8/23/2023 16:45,3.20%,27.20%
8/23/2023 17:00,3.40%,27.10%
8/23/2023 17:15,3.30%,27.10%
8/23/2023 17:30,3.30%,27.10%
8/23/2023 17:45,3.30%,27.20%
8/23/2023 18:00,3.40%,27.10%
8/23/2023 18:15,3.40%,27.10%
8/23/2023 18:31,3.40%,27%
8/23/2023 18:46,3.50%,27.10%
8/23/2023 19:01,3.50%,27.20%
8/23/2023 19:16,3.50%,27.10%
8/23/2023 19:31,3.60%,27.10%
8/23/2023 19:46,3.50%,26.90%
8/23/2023 20:01,3.50%,27.20%
8/23/2023 20:17,3.60%,27.10%
8/23/2023 20:32,3.60%,27.10%
8/23/2023 20:47,3.70%,27.10%
8/23/2023 21:02,3.60%,27.10%
8/23/2023 21:17,3.70%,27.10%
8/23/2023 21:32,3.70%,27.10%
8/23/2023 21:48,3.80%,27%
8/23/2023 22:03,3.80%,27.10%
8/23/2023 22:18,3.80%,27.20%
8/23/2023 22:33,3.80%,27.10%
8/23/2023 22:48,3.90%,27.10%
8/23/2023 23:03,3.90%,27%
8/23/2023 23:18,3.90%,27.10%
8/23/2023 23:33,3.80%,27.10%
8/23/2023 23:49,3.90%,27.10%
8/24/2023 0:04,3.90%,26.90%
8/24/2023 0:19,3.90%,27%
8/24/2023 0:34,3.90%,27.10%
8/24/2023 0:49,4%,27.10%
8/24/2023 1:04,4%,27%
8/24/2023 1:19,4%,27%
8/24/2023 1:34,4%,26.90%
8/24/2023 1:49,4%,27.10%
8/24/2023 2:04,3.90%,27.10%
8/24/2023 2:20,4%,26.90%
8/24/2023 2:35,4%,26.90%
8/24/2023 2:50,4%,27.20%
8/24/2023 3:05,4.10%,27.10%
8/24/2023 3:20,4.10%,27.10%
8/24/2023 3:35,4%,27%
8/24/2023 3:50,4.10%,27%
8/24/2023 4:06,4.10%,26.90%
8/24/2023 4:21,4.10%,27%
8/24/2023 4:36,4.20%,27%
8/24/2023 4:51,4.20%,26.90%
8/24/2023 5:06,4.30%,27.10%
8/24/2023 5:21,4.20%,27.10%
8/24/2023 5:36,4.20%,27.10%
8/24/2023 5:52,4.20%,27%
8/24/2023 6:07,4.20%,27%
8/24/2023 6:22,4.30%,26.90%
8/24/2023 6:37,4.20%,27%
8/24/2023 6:52,4.30%,27.10%
8/24/2023 7:07,4.30%,26.90%
